Symbol,Company Name,Industry,Mkt Cap,Prior Close,P/E Ratio (TTM)*,Revenue Growth CFY*,Return on Equity,EPS Growth CFY*,Dividend Yield
CRF,Cornerstone Total Return Fund Inc,Collective Investments ,$468.321M,7.34,--,0.00%,0.00%,0.00%,19.18%
GLW,Corning Incorporated,Electronic Equipment & Parts,$27.091B,32.03,14.96x,3.69%,15.70%,0.00%,3.37%
CAAP,Corporacion America Airports SA,Transport Infrastructure,$1.306B,8.00,8.11x,0.00%,27.05%,0.00%,0.00%
OFC,Corporate Office Properties Trust,Residential & Commercial REITs,$2.922B,25.99,27.83x,-0.55%,6.38%,100.00%,4.23%
CRSR,Corsair Gaming Inc,"Computers, Phones & Household Electronics",$1.357B,14.14,--,0.00%,-9.25%,0.00%,0.00%
CTVA,Corteva Inc,Food & Tobacco,$44.507B,59.39,30.99x,0.00%,5.65%,0.00%,1.01%
CJREF,Corus Entertainment Inc. (USA),Media & Publishing,$304.534M,1.46,--,-3.12%,-26.94%,-30.77%,12.13%
CRVL,CorVel Corporation,Healthcare Providers & Services,$2.448B,141.81,39.07x,0.00%,30.76%,0.00%,0.00%
CSAN,Cosan SA - ADR,Oil & Gas,$6.039B,12.89,21.57x,0.00%,9.69%,0.00%,4.81%
CMRE,Costamare Inc,Freight & Logistics Services,$1.120B,9.17,2.31x,38.88%,27.59%,47.03%,5.02%
CSGP,CoStar Group Inc,Software & IT Services,$31.697B,77.94,91.04x,12.07%,5.49%,9.65%,0.00%
COST,Costco Wholesale Corporation,Diversified Retail,$204.510B,462.06,34.92x,7.30%,29.47%,10.12%,0.78%
CTRA,Coterra Energy Inc,Oil & Gas,$19.767B,25.07,5.10x,161.49%,52.93%,121.78%,9.93%
COTY,Coty Inc,Personal &Household Products & Services,$7.064B,8.31,99.87x,-0.94%,2.47%,14.29%,0.00%
BASE,Couchbase Inc,Software & IT Services,$592.644M,13.12,--,0.00%,-37.26%,0.00%,0.00%
COUP,Coupa Software Inc,Software & IT Services,$5.985B,78.59,--,16.41%,-55.51%,-44.58%,0.00%
CPNG,Coupang Inc,Diversified Retail,$25.145B,15.76,--,0.00%,-25.28%,0.00%,0.00%
COUR,Coursera Inc,Software & IT Services,$1.829B,12.48,--,0.00%,-23.40%,0.00%,0.00%
CUZ,Cousins Properties Inc,Residential & Commercial REITs,$3.806B,25.13,12.15x,2.35%,6.82%,-39.57%,5.09%
ECX,COVA Acquisition Corp,Holding Companies,$322.500M,10.75,42.76x,0.00%,3.35%,0.00%,0.00%
CVLG,Covenant Logistics Group Inc,Freight & Logistics Services,$407.870M,36.60,5.03x,16.52%,32.22%,64.82%,0.87%
COWN,Cowen Inc,Investment Banking & Investment Services,$1.082B,38.63,9.87x,-32.09%,11.39%,-72.13%,1.24%
PMTS,CPI Card Group Inc,Banking Services,$384.619M,33.78,16.05x,20.66%,0.00%,77.94%,0.00%
CRAI,"CRA International, Inc.",Professional & Commercial Services  ,$851.348M,119.32,20.16x,5.20%,21.45%,12.20%,1.21%
CBRL,"Cracker Barrel Old Country Store, Inc.",Hotels & Entertainment Services,$2.123B,95.63,19.03x,6.73%,20.71%,-4.11%,5.44%
CR,Crane Holdings Co,"Machinery, Equipment & Components",$5.618B,100.06,15.37x,5.99%,21.19%,16.95%,1.88%
BAP,Credicorp Ltd. (USA),Banking Services,$12.835B,135.99,8.91x,17.55%,17.67%,31.66%,3.10%
CACC,Credit Acceptance Corp.,Banking Services,$5.987B,463.21,10.49x,-1.62%,35.34%,-38.19%,0.00%
CS,Credit Suisse Group AG (ADR),Banking Services,$12.487B,3.12,--,-7.82%,-18.20%,0.00%,3.23%
CRDO,Credo Technology Group Holding Ltd,Semiconductors & Semiconductor Equipment ,$1.956B,13.33,--,0.00%,-6.49%,0.00%,0.00%
CCAP,Crescent Capital BDC Inc,Collective Investments ,$404.620M,13.10,15.31x,0.00%,4.23%,0.00%,12.52%
CRGY,Crescent Energy Co,Oil & Gas,$603.042M,12.49,--,0.00%,0.00%,0.00%,5.44%
CEQP,Crestwood Equity Partners LP,Oil & Gas Related Equipment and Services,$1.959B,26.94,86.05x,35.12%,-0.46%,98.10%,9.73%
CRH,CRH PLC (ADR),Construction Materials,$29.728B,39.90,11.89x,0.00%,13.01%,0.00%,2.99%
CRCT,Cricut Inc,Integrated Hardware & Software,$393.534M,9.02,32.36x,0.00%,8.84%,0.00%,0.00%
CRNX,Crinetics Pharmaceuticals Inc,Biotechnology & Medical Research,$866.879M,16.11,--,0.00%,-54.95%,0.00%,0.00%
CRSP,Crispr Therapeutics AG,Biotechnology & Medical Research,$3.556B,45.42,--,-99.78%,-30.48%,0.00%,0.00%
CRTO,Criteo SA (ADR),Media & Publishing,$1.585B,26.15,25.57x,0.15%,6.22%,-23.67%,0.00%
CROX,"Crocs, Inc.",Textiles & Apparel,$6.329B,102.50,11.31x,51.77%,113.31%,24.28%,0.00%
CCRN,"Cross Country Healthcare, Inc.",Professional & Commercial Services  ,$1.042B,27.95,4.65x,65.39%,71.07%,65.69%,0.00%
CAPL,Crossamerica Partners LP,Oil & Gas,$765.265M,20.67,13.83x,27.62%,96.83%,140.35%,10.16%
CFB,Crossfirst Bankshares Inc,Banking Services,$620.366M,12.76,9.19x,12.32%,11.43%,-5.00%,0.00%
PEHD,CrowdGather Inc,Software & IT Services,$1.762B,0.14,--,0.00%,-118.85%,0.00%,0.00%
CRWD,Crowdstrike Holdings Inc,Software & IT Services,$23.433B,107.35,--,53.54%,-15.71%,123.88%,0.00%
CCI,Crown Castle Inc,Residential & Commercial REITs,$58.245B,134.50,36.17x,9.91%,19.93%,52.96%,4.65%
CCK,"Crown Holdings, Inc.",Containers & Packaging,$9.885B,82.41,--,14.49%,-17.23%,-13.32%,1.07%
CYRX,CryoPort Inc,Freight & Logistics Services,$836.430M,17.07,--,5.80%,-50.23%,86.08%,0.00%
LAW,CS Disco Inc,Software & IT Services,$395.555M,6.70,--,17.56%,-24.05%,-61.40%,0.00%
CSGS,"CSG Systems International, Inc.",Software & IT Services,$1.771B,56.20,43.18x,3.51%,10.50%,10.15%,1.89%
CSWI,CSW Industrials Inc,Chemicals,$1.860B,120.18,22.97x,20.08%,17.66%,28.93%,0.57%
CSX,CSX Corporation,Freight & Logistics Services,$65.637B,31.22,16.60x,18.84%,31.36%,21.94%,1.28%
CTIC,CTI BioPharma Corp,Biotechnology & Medical Research,$723.296M,5.70,--,0.00%,"-1,018.75%",31.19%,0.00%
CTO,CTO Realty Growth Inc,Residential & Commercial REITs,$336.708M,17.91,115.35x,0.00%,0.77%,0.00%,8.49%
CTS,CTS Corporation,Electronic Equipment & Parts,$1.249B,39.17,23.47x,15.43%,11.35%,27.46%,0.41%
CUBE,CubeSmart,Residential & Commercial REITs,$9.001B,40.08,35.17x,22.31%,10.66%,3.39%,4.89%
HLTH,Cue Health Inc,Software & IT Services,$358.637M,2.40,--,0.00%,-20.62%,0.00%,0.00%
CFR,"Cullen/Frost Bankers, Inc.",Banking Services,$8.378B,130.30,17.56x,19.49%,13.87%,28.85%,2.67%
CGEM,Cullinan Oncology Inc,Biotechnology & Medical Research,$461.839M,10.09,4.61x,0.00%,20.49%,0.00%,0.00%
CMI,Cummins Inc.,Automobiles & Auto Parts,$34.158B,242.22,18.05x,13.76%,23.25%,9.51%,2.59%
CVAC,CureVac BV,Biotechnology & Medical Research,$1.205B,6.68,--,0.00%,-18.51%,0.00%,0.00%
CURO,Curo Group Holdings Corp,Banking Services,$6.206B,3.39,--,0.00%,-17.38%,0.00%,12.98%
CW,Curtiss-Wright Corp.,Aerospace & Defense,$6.420B,167.58,24.85x,1.81%,13.84%,10.63%,0.45%
CWK,Cushman & Wakefield PLC,Real Estate Operations,$2.646B,11.72,8.57x,0.00%,22.21%,0.00%,0.00%
CTOS,Custom Truck One Source Inc,Other Specialty Retailers,$1.529B,6.20,366.86x,0.00%,0.49%,0.00%,0.00%
CUBI,Customers Bancorp Inc,Banking Services,$915.622M,28.16,3.26x,-10.45%,24.46%,-17.96%,0.00%
CUTR,"Cutera, Inc.",Healthcare Equipment & Supplies,$900.721M,45.92,--,11.91%,-221.60%,0.00%,0.00%
CVBF,CVB Financial Corp.,Banking Services,$3.684B,26.35,16.94x,22.41%,10.94%,7.69%,3.04%
CVT^K16,Cvent Holding Corp,Software & IT Services,$2.544B,5.25,--,0.00%,-7.57%,0.00%,0.00%
CVI,"CVR Energy, Inc.",Oil & Gas,$3.136B,31.19,9.27x,47.15%,59.98%,0.00%,5.13%
UAN,CVR Partners LP,Chemicals,$1.096B,103.69,4.36x,0.00%,78.16%,0.00%,21.46%
CVRX,CVRx Inc,Healthcare Equipment & Supplies,$324.816M,15.78,--,69.99%,-30.26%,50.48%,0.00%
CVS,CVS Health Corp,Healthcare Providers & Services,$123.671B,94.12,40.00x,7.73%,4.35%,2.74%,2.57%
CYBR,Cyberark Software Ltd,Software & IT Services,$4.984B,127.68,--,18.73%,-18.23%,0.00%,0.00%
CBAY,CymaBay Therapeutics Inc,Biotechnology & Medical Research,$420.018M,4.96,--,0.00%,-143.87%,7.09%,0.00%
CTKB,Cytek Biosciences Inc,Healthcare Equipment & Supplies,$1.409B,10.45,--,30.07%,-0.23%,66.67%,0.00%
CYTK,"Cytokinetics, Inc.",Biotechnology & Medical Research,$4.270B,45.12,--,40.78%,-242.14%,-45.00%,0.00%
CYXT,Cyxtera Technologies Inc,Software & IT Services,$330.497M,1.84,--,0.00%,-33.83%,0.00%,0.00%
DHI,D R Horton Inc,Homebuilding & Construction Supplies,$30.905B,89.75,5.43x,-15.70%,34.17%,-40.70%,1.11%
DBIN,Dacotah Banks Inc,Banking Services,$382.504M,34.25,14.05x,0.00%,9.84%,0.00%,1.99%
DJCO,Daily Journal Corporation,Media & Publishing,$410.346M,298.00,--,0.00%,-34.88%,0.00%,0.00%
DTRUY,Daimler Truck Holding AG (ADR),"Machinery, Equipment & Components",$26.277B,15.97,0.00x,0.00%,0.00%,0.00%,0.00%
DAN,Dana Inc,Automobiles & Auto Parts,$2.243B,15.65,--,13.09%,-2.19%,-55.42%,2.56%
DHR,Danaher Corporation,Healthcare Equipment & Supplies,$189.984B,260.98,28.81x,4.48%,15.53%,5.07%,0.38%
DAC,Danaos Corporation,Freight & Logistics Services,$1.121B,54.84,1.98x,42.30%,26.35%,96.59%,5.47%
DANOY,Danone SA (ADR),Food & Tobacco,$28.785B,10.48,20.17x,0.00%,8.95%,0.00%,3.89%
DQ^B10,Daqo New Energy Corp (ADR),Renewable Energy,$77.996B,44.90,2.11x,185.76%,51.89%,170.03%,0.00%
DRI,"Darden Restaurants, Inc.",Hotels & Entertainment Services,$16.957B,138.55,19.08x,8.01%,39.91%,5.68%,3.49%
DAR,Darling Ingredients Inc,Food & Tobacco,$9.988B,62.32,13.93x,37.30%,21.72%,27.44%,0.00%
DSKE,Daseke Inc,Freight & Logistics Services,$347.956M,5.54,8.19x,13.19%,33.69%,-16.88%,0.00%
DASTY,Dassault Systemes SE (ADR),Software & IT Services,$8.122B,35.64,53.39x,0.72%,12.20%,2.68%,0.51%
DDOG,Datadog Inc,Software & IT Services,$22.537B,77.17,--,60.88%,-1.24%,89.58%,0.00%
PLAY,Dave & Buster's Entertainment Inc,Hotels & Entertainment Services,$1.628B,33.72,13.46x,47.91%,40.70%,21.27%,0.00%
DVA,Davita Inc,Healthcare Providers & Services,$6.594B,73.19,10.71x,0.07%,80.82%,-31.43%,0.00%
DAWN,Day One Biopharmaceuticals Inc,Biotechnology & Medical Research,$1.514B,20.59,--,0.00%,-37.54%,52.81%,0.00%
DBMG,DBM Global Inc,Construction & Engineering,$459.095M,65.00,--,0.00%,0.00%,0.00%,0.00%
DCP^G10,DCP Midstream LP,Oil & Gas Related Equipment and Services,$7.984B,38.31,7.63x,53.73%,19.98%,186.79%,4.49%
DCRD,Decarbonization Plus Acqustn Corpn IV,Holding Companies,$322.259M,10.19,19.90x,0.00%,7.43%,0.00%,0.00%
DCPH,Deciphera Pharmaceuticals Inc,Biotechnology & Medical Research,$1.076B,15.92,--,0.00%,-58.71%,0.00%,0.00%
DECK,Deckers Outdoor Corp,Textiles & Apparel,$10.117B,382.24,23.31x,11.65%,30.08%,11.44%,0.00%
DE,Deere & Company,"Machinery, Equipment & Components",$131.713B,441.64,18.93x,11.58%,36.86%,20.58%,1.09%
DH,Definitive Healthcare Corp,Software & IT Services,$1.244B,11.84,--,0.00%,-3.22%,0.00%,0.00%
DKL^J10,Delek Logistics Partners LP,Oil & Gas Related Equipment and Services,$2.014B,46.30,12.74x,51.16%,0.00%,1.58%,8.55%
DK,Delek US Holdings Inc,Oil & Gas,$1.851B,26.56,5.68x,80.97%,33.08%,0.00%,3.16%
DELL,Dell Technologies Inc,"Computers, Phones & Household Electronics",$9.479B,39.12,24.82x,0.00%,44.30%,0.00%,3.37%
DAL,"Delta Air Lines, Inc.",Passenger Transportation Services,$21.589B,33.67,296.10x,52.43%,2.28%,0.00%,0.00%
DLX,Deluxe Corporation,Professional & Commercial Services  ,$739.351M,17.14,12.32x,10.12%,10.38%,-16.60%,7.00%
DNLI,Denali Therapeutics Inc,Biotechnology & Medical Research,$3.837B,28.25,--,0.00%,-33.18%,0.00%,0.00%
DEN,Denbury Inc,Oil & Gas,$4.350B,87.34,9.29x,0.00%,42.64%,0.00%,0.00%
DNN,Denison Mines Corp,Uranium,$622.127M,1.20,78.18x,0.00%,4.22%,0.00%,0.00%
DENN,Denny's Corp,Hotels & Entertainment Services,$513.952M,8.98,5.37x,14.37%,0.00%,0.00%,0.00%
XRAY,DENTSPLY SIRONA Inc,Healthcare Equipment & Supplies,$6.733B,31.33,--,-8.97%,-19.30%,-31.71%,1.60%
DSGX,Descartes Systems Group Inc (USA),Software & IT Services,$5.277B,69.65,65.66x,0.00%,8.99%,0.00%,0.00%
DSGN,Design Therapeutics Inc,Biotechnology & Medical Research,$474.676M,8.49,--,0.00%,-15.57%,-51.95%,0.00%
DBI,Designer Brands Inc,Other Specialty Retailers,$550.056M,9.84,5.45x,5.26%,33.96%,4.71%,2.03%
DM^A19,Desktop Metal Inc,Electronic Equipment & Parts,$412.850M,1.30,--,0.00%,-58.51%,0.00%,0.00%
DESP,Despegar.com Corp,Hotels & Entertainment Services,$356.804M,5.09,--,0.00%,0.00%,0.00%,0.00%
DXLG,Destination XL Group Inc,Other Specialty Retailers,$394.804M,6.32,4.68x,7.24%,103.57%,57.83%,0.00%
DB,Deutsche Bank AG (USA),Banking Services,$23.422B,11.34,6.60x,7.22%,5.14%,28.26%,1.86%
DLAKY,Deutsche Lufthansa AG (ADR),Passenger Transportation Services,$10.227B,8.56,--,72.90%,2.66%,0.00%,0.00%
DPSGY,Deutsche Post AG - ADR,Freight & Logistics Services,$46.440B,37.48,0.00x,-3.03%,0.00%,-10.13%,5.06%
DTEGY,Deutsche Telekom AG (ADR),Telecommunications Services,$101.275B,20.31,12.95x,0.00%,15.89%,0.00%,3.42%
DVN,Devon Energy Corp,Oil & Gas,$40.373B,61.76,6.48x,63.13%,63.15%,147.03%,8.37%
DXCM,"DexCom, Inc.",Healthcare Equipment & Supplies,$45.053B,114.76,214.36x,18.60%,11.61%,19.40%,0.00%
DHCA,DHC Acquisition Corp,Holding Companies,$311.616M,10.07,61.94x,0.00%,2.16%,0.00%,0.00%
DHT,DHT Holdings Inc,Oil & Gas Related Equipment and Services,$1.549B,9.07,--,30.81%,-2.99%,0.00%,1.76%
DEO,Diageo plc (ADR),Beverages,$102.580B,180.72,26.79x,0.00%,44.22%,0.00%,2.01%
DHIL,Diamond Hill Investment Group Inc,Investment Banking & Investment Services,$553.798M,183.62,13.26x,0.00%,22.07%,0.00%,3.27%
DO,Diamond Offshore Drilling Inc,Oil & Gas Related Equipment and Services,$966.508M,9.52,--,0.00%,-21.71%,0.00%,0.00%
FANG,Diamondback Energy Inc,Oil & Gas,$24.112B,137.00,5.55x,41.90%,34.33%,122.15%,2.19%
DHHC,DiamondHead Holdings Corp,Holding Companies,$345.345M,10.01,91.90x,0.00%,1.42%,0.00%,0.00%
DRH,Diamondrock Hospitality Co,Residential & Commercial REITs,$1.690B,8.07,22.03x,75.63%,5.02%,0.00%,1.49%
DSX,Diana Shipping Inc,Freight & Logistics Services,$358.886M,4.02,2.57x,33.33%,30.50%,183.72%,17.41%
DICE,Dice Therapeutics Inc,Biotechnology & Medical Research,$1.519B,31.86,--,0.00%,-26.11%,0.00%,0.00%
DKS,DICK'S Sporting Goods Inc,Other Specialty Retailers,$6.715B,112.21,10.11x,-0.76%,47.01%,-23.76%,1.74%
DIDIY,DiDi Global Inc - ADR,Software & IT Services,$4.089B,3.73,--,0.00%,0.00%,0.00%,0.00%
DGII,Digi International Inc,Communications & Networking,$1.355B,38.11,71.38x,10.15%,3.98%,12.65%,0.00%
DMRC,Digimarc Corp,Software & IT Services,$381.485M,19.04,--,16.15%,-67.96%,0.00%,0.00%
DLR,Digital Realty Trust Inc,Residential & Commercial REITs,$28.882B,100.45,20.56x,5.47%,8.52%,-76.60%,4.86%
DTOC,Digital Transformation Opportunites Corp,Holding Companies,$332.833M,9.98,57.76x,0.00%,2.59%,0.00%,0.00%
APPS,Digital Turbine Inc,Software & IT Services,$1.453B,14.67,28.47x,-3.09%,10.04%,-15.06%,0.00%
DWAC,Digital World Acquisition Corp,Holding Companies,$555.500M,18.50,--,0.00%,-4.03%,0.00%,0.00%
DBRG,DigitalBridge Group Inc,Residential & Commercial REITs,$1.795B,11.24,--,17.77%,-24.58%,13.78%,0.36%
DOCN,DigitalOcean Holdings Inc,Software & IT Services,$2.498B,25.94,--,34.03%,-5.62%,141.18%,0.00%
DDS,Dillard's Inc,Diversified Retail,$4.109B,312.75,6.19x,5.02%,58.21%,122.91%,0.26%
DCOM,Dime Community Bancshares Inc,Banking Services,$1.243B,32.22,9.03x,7.61%,13.18%,53.06%,2.98%
DIN,Dine Brands Global Inc,Hotels & Entertainment Services,$1.016B,64.81,12.09x,2.19%,0.00%,-6.42%,3.15%
DDL,Dingdong (Cayman) Ltd (ADR),Software & IT Services,$1.463B,4.88,--,0.00%,-186.54%,0.00%,0.00%
DIOD,Diodes Inc,Semiconductors & Semiconductor Equipment ,$3.657B,80.43,12.15x,10.70%,23.88%,40.54%,0.00%
DFS,Discover Financial Services,Banking Services,$26.722B,97.80,6.36x,10.01%,34.12%,-13.57%,2.45%
DISH,DISH Network Corp,Media & Publishing,$4.068B,13.92,4.62x,-5.97%,12.02%,-32.45%,0.00%
DSGR,Distribution Solutions Group Inc,"Machinery, Equipment & Components",$693.877M,35.73,91.41x,202.42%,2.50%,-29.44%,0.00%
DSEY,Diversey Holdings Ltd,Chemicals,$1.443B,4.45,--,0.00%,-23.56%,0.00%,0.00%
DLO,Dlocal Ltd,Professional & Commercial Services  ,$2.156B,14.95,41.74x,72.55%,35.70%,61.54%,0.00%
BOOM,Dmc Global Inc,Oil & Gas Related Equipment and Services,$310.332M,15.89,--,147.25%,-0.90%,125.00%,0.00%
DNP,DNP Select Income Fund Inc,Collective Investments ,$2.434B,11.40,12.24x,0.00%,9.58%,0.00%,6.84%
DCGO,DocGo Inc,Healthcare Providers & Services,$721.846M,7.02,14.40x,0.00%,0.00%,0.00%,0.00%
DOCU,Docusign Inc,Software & IT Services,$11.377B,56.58,--,0.00%,-37.50%,0.00%,0.00%
DLB,Dolby Laboratories Inc,Software & IT Services,$4.120B,68.81,38.25x,1.86%,7.60%,7.01%,1.57%
DOLE,Dole PLC,Food & Tobacco,$904.178M,9.53,17.93x,0.00%,4.53%,0.00%,3.36%
DG,Dollar General Corp,Diversified Retail,$54.673B,244.54,23.77x,10.93%,38.33%,7.77%,0.90%
DLTR,Dollar Tree Inc,Diversified Retail,$31.391B,140.18,19.62x,7.14%,20.84%,23.79%,0.00%
D,Dominion Energy Inc,Electrical Utilities & IPPs,$50.322B,60.05,28.40x,13.26%,6.81%,6.74%,4.45%
DPZ,Domino's Pizza Inc,Hotels & Entertainment Services,$12.859B,358.33,28.92x,5.16%,0.00%,-10.66%,1.23%
DOMO,Domo Inc,Software & IT Services,$457.015M,14.61,--,0.00%,0.00%,0.00%,0.00%
DCI,Donaldson Company Inc,Professional & Commercial Services  ,$7.356B,60.45,21.93x,3.75%,30.21%,11.19%,1.52%
DGICA,Donegal Group Inc,Insurance,$384.541M,14.30,2096.77x,3.04%,-0.03%,-50.00%,4.62%
DFIN,Donnelley Financial Solutions Inc,Professional & Commercial Services  ,$1.090B,37.44,10.70x,-14.67%,33.95%,-20.86%,0.00%
DASH,DoorDash Inc,Software & IT Services,$19.055B,52.92,--,33.49%,-15.32%,-89.21%,0.00%
DMLP,Dorchester Minerals LP,Oil & Gas,$1.123B,29.27,8.91x,0.00%,83.32%,0.00%,11.95%
LPG,Dorian LPG Ltd,Oil & Gas Related Equipment and Services,$795.318M,19.71,8.14x,15.81%,11.21%,134.59%,0.00%
DORM,Dorman Products Inc,Automobiles & Auto Parts,$2.615B,83.24,19.09x,25.00%,14.31%,3.45%,0.00%
DSL,DoubleLine Income Solutions Fund,Collective Investments ,$1.159B,11.36,--,0.00%,-29.69%,0.00%,11.62%
DLY,DoubleLine Yield Opportunities Fund,Collective Investments ,$654.929M,13.66,--,0.00%,-20.29%,0.00%,10.25%
DV,DoubleVerify Holdings Inc,Software & IT Services,$3.718B,22.55,74.01x,0.00%,6.80%,0.00%,0.00%
PLOW,Douglas Dynamics Inc,"Machinery, Equipment & Components",$822.559M,35.94,22.93x,14.79%,16.30%,9.58%,3.23%
DOUG,Douglas Elliman Inc,Real Estate Operations,$316.867M,3.90,9.19x,0.00%,12.60%,0.00%,5.13%
DEI,Douglas Emmett Inc,Residential & Commercial REITs,$2.755B,15.67,30.16x,8.40%,3.66%,43.24%,4.85%
DOV,Dover Corp,"Machinery, Equipment & Components",$18.927B,134.85,16.75x,7.35%,29.55%,10.62%,1.50%
DOW^I17,Dow Inc,Chemicals,$37.850B,50.67,6.57x,0.00%,32.85%,0.00%,5.53%
DOCS,Doximity Inc,Software & IT Services,$4.046B,35.64,54.30x,24.34%,17.12%,-15.85%,0.00%
RDY,Dr Reddy's Laboratories Ltd (ADR),Pharmaceuticals,$9.102B,53.68,24.88x,0.13%,15.71%,39.57%,0.72%
DKNG,DraftKings Inc,Hotels & Entertainment Services,$4.626B,11.77,--,68.01%,-89.63%,14.55%,0.00%
DGNU,Dragoneer Growth Opportunities III Corp,Holding Companies,$424.220M,9.85,82.01x,0.00%,1.57%,0.00%,0.00%
DFLI,Dragonfly Energy Holdings Corp,"Machinery, Equipment & Components",$396.590M,25.08,--,0.00%,-2.65%,0.00%,0.00%
DRD,DRDGOLD Ltd (ADR),Metals & Mining,$620.768M,7.18,9.46x,0.00%,21.91%,0.00%,4.92%
DFH,Dream Finders Homes Inc,Homebuilding & Construction Supplies,$305.020M,9.42,4.58x,0.00%,50.34%,0.00%,0.00%
DRQ,Dril-Quip Inc,Oil & Gas Related Equipment and Services,$869.709M,25.64,--,9.82%,-6.80%,74.03%,0.00%
DRVN,Driven Brands Holdings Inc,Personal &Household Products & Services,$4.585B,27.39,--,39.16%,-1.42%,37.50%,0.00%
DBX,Dropbox Inc,Software & IT Services,$6.410B,22.86,20.65x,7.51%,0.00%,1.95%,0.00%
DTM,DT Midstream Inc,Oil & Gas Related Equipment and Services,$5.389B,55.70,14.52x,0.00%,9.52%,0.00%,4.60%
DTE,DTE Energy Co,Electrical Utilities & IPPs,$26.531B,117.43,20.41x,7.12%,12.72%,0.50%,3.24%
DCT^H18,Duck Creek Technologies Inc,Software & IT Services,$1.549B,11.67,--,0.00%,-1.14%,0.00%,0.00%
NAPA,Duckhorn Portfolio Inc,Beverages,$1.883B,16.35,32.10x,0.00%,6.86%,0.00%,0.00%
DCO,Ducommun Inc,Aerospace & Defense,$589.766M,48.85,4.56x,9.93%,30.32%,10.92%,0.00%
DPG,Duff & Phelps Utlty and Infrstct Fnd Inc,Collective Investments ,$504.914M,13.29,10.79x,0.00%,8.72%,0.00%,10.53%
DUK,Duke Energy Corp,Electrical Utilities & IPPs,$78.485B,101.92,20.67x,8.47%,7.93%,1.15%,3.94%
DNB^B19,Dun & Bradstreet Holdings Inc,Professional & Commercial Services  ,$5.377B,12.34,--,0.00%,-1.04%,0.00%,1.62%
DUOL,Duolingo Inc,Software & IT Services,$2.289B,73.19,--,45.80%,-12.09%,34.24%,0.00%
DD^I17,DuPont de Nemours Inc,Chemicals,$33.941B,68.32,29.85x,0.00%,4.51%,0.00%,1.93%
BROS,Dutch Bros Inc,Hotels & Entertainment Services,$1.374B,30.18,--,46.74%,-9.31%,-30.00%,0.00%
KTF,DWS Municipal Income Trust,Collective Investments ,$333.575M,8.59,--,0.00%,-13.77%,0.00%,3.91%
DXC,DXC Technology Co,Software & IT Services,$6.163B,26.79,8.74x,0.00%,16.13%,0.00%,0.00%
DXPE,DXP Enterprises Inc,"Machinery, Equipment & Components",$515.475M,27.47,13.70x,27.75%,10.49%,177.11%,0.00%
DY,Dycom Industries Inc,Construction & Engineering,$2.696B,91.21,23.14x,18.70%,14.16%,180.92%,0.00%
DT,Dynatrace Inc,Software & IT Services,$11.131B,38.67,399.98x,20.85%,2.15%,20.59%,0.00%
DVAX,Dynavax Technologies Corp,Biotechnology & Medical Research,$1.456B,11.41,5.69x,58.68%,112.87%,215.79%,0.00%
DYN,Dyne Therapeutics Inc,Biotechnology & Medical Research,$697.459M,13.38,--,0.00%,-54.55%,-14.33%,0.00%
DX,Dynex Capital Inc,Residential & Commercial REITs,$596.061M,12.86,4.25x,-17.59%,15.99%,-34.01%,12.01%
DZSI,DZS Inc,"Computers, Phones & Household Electronics",$339.349M,12.14,--,11.63%,-21.14%,-37.04%,0.00%
EONGY,E ON SE (ADR),Multiline Utilities,$25.674B,9.72,5.06x,-12.78%,31.67%,-14.04%,5.30%
SSP,E W Scripps Co,Media & Publishing,$945.720M,13.23,10.47x,7.95%,7.07%,13.84%,0.00%
ETWO,E2open Parent Holdings Inc,Software & IT Services,$1.750B,5.79,--,0.00%,-15.78%,0.00%,0.00%
EGBN,Eagle Bancorp Inc,Banking Services,$1.384B,43.37,9.92x,-14.31%,11.00%,-13.59%,4.15%
EGLE,Eagle Bulk Shipping Inc,Freight & Logistics Services,$708.676M,51.80,2.72x,15.76%,43.76%,31.94%,13.90%
EXP,Eagle Materials Inc,Construction Materials,$4.926B,133.70,12.27x,15.78%,34.16%,26.57%,0.75%
EGRX,Eagle Pharmaceuticals Inc,Pharmaceuticals,$388.788M,29.87,18.05x,88.06%,10.20%,192.66%,0.00%
ECC,Eagle Point Credit Company Inc,Collective Investments ,$524.913M,10.93,--,0.00%,-21.34%,0.00%,15.37%
ESTE,Earthstone Energy Inc,Oil & Gas,$1.440B,13.66,3.90x,0.00%,35.61%,0.00%,0.00%
ERES,East Resources Acquisition Co,Holding Companies,$350.865M,10.17,--,0.00%,1.74%,0.00%,0.00%
NWTN,East Stone Acquisition Corp,Holding Companies,$2.894B,11.38,--,0.00%,-6.51%,0.00%,0.00%
EWBC,East West Bancorp Inc,Banking Services,$9.212B,65.36,9.24x,9.09%,17.78%,27.38%,2.45%
DEA,Easterly Government Properties Inc,Residential & Commercial REITs,$1.258B,13.85,57.64x,6.00%,1.75%,-36.11%,7.65%
EBC,Eastern Bankshares Inc,Banking Services,$3.053B,17.28,15.06x,34.25%,6.59%,31.96%,2.31%
EGP,Eastgroup Properties Inc,Residential & Commercial REITs,$6.476B,148.63,28.32x,18.33%,12.88%,12.05%,3.36%
EMN,Eastman Chemical Co,Chemicals,$9.810B,81.76,9.01x,1.31%,20.34%,-7.01%,3.86%
ETN,Eaton Corporation PLC,"Machinery, Equipment & Components",$62.884B,158.12,27.68x,5.44%,14.31%,14.20%,2.05%
